Idiom,WiktionaryURL,Pos,Neg,Neu,Inapprop.,Total,%Pos,%Neg,%Neu,sentiment,FilterOut(X),definition,idiom_id
smash up,https://en.wiktionary.org/wiki/smash_up,0,9,1,0,10,0.0,0.9,0.1,negative,,"To destroy, or be destroyed by smashing. To injure or maim",
smear campaign,https://en.wiktionary.org/wiki/smear_campaign,0,9,1,0,10,0.0,0.9,0.1,negative,,"An effort to damage or call into question someone's reputation, by propounding negative propaganda.",
smell a rat,https://en.wiktionary.org/wiki/smell_a_rat,0,5,5,0,10,0.0,0.5,0.5,negative,,To sense something suspicious.,
smell blood,https://en.wiktionary.org/wiki/smell_blood,5,3,2,0,10,0.5,0.3,0.2,positive,,To sense that one has an advantage over an adversary or rival.,
smell test,https://en.wiktionary.org/wiki/smell_test,0,0,10,0,10,0.0,0.0,1.0,other,,"An informal method for determining whether something is authentic, credible, or ethical, by using one's common sense or sense of propriety.",
smoke and mirrors,https://en.wiktionary.org/wiki/smoke_and_mirrors,0,9,1,0,10,0.0,0.9,0.1,negative,,,
smoke out,https://en.wiktionary.org/wiki/smoke_out,0,5,5,0,10,0.0,0.5,0.5,negative,,To expose (something or somebody).,
smoke-filled room,https://en.wiktionary.org/wiki/smoke-filled_room,0,1,9,0,10,0.0,0.1,0.9,other,,"A place where powerful people meet to decide a matter in secret, often of a political nature.",
smoking gun,https://en.wiktionary.org/wiki/smoking_gun,1,5,4,0,10,0.1,0.5,0.4,negative,,"Evidence, particularly of a crime, that is difficult or impossible to dispute.",
smooth operator,https://en.wiktionary.org/wiki/smooth_operator,6,1,3,0,10,0.6,0.1,0.3,positive,,,
smooth sailing,https://en.wiktionary.org/wiki/smooth_sailing,10,0,0,0,10,1.0,0.0,0.0,positive,,Used to describe an activity that is not encountering any problems.,
snail's pace,https://en.wiktionary.org/wiki/snail's_pace,0,3,7,0,10,0.0,0.3,0.7,other,,,
snake oil,https://en.wiktionary.org/wiki/snake_oil,0,8,2,0,10,0.0,0.8,0.2,negative,,"A fraudulent, ineffective potion or nostrum; panacea. Any product with exaggerated marketing but questionable or unverifiable quality.",
snakes and ladders,https://en.wiktionary.org/wiki/snakes_and_ladders,1,0,9,0,10,0.1,0.0,0.9,other,,,
snap it up,https://en.wiktionary.org/wiki/snap_it_up,2,1,7,0,10,0.2,0.1,0.7,other,,"To hurry, to proceed quickly.",
sniff out,https://en.wiktionary.org/wiki/sniff_out,3,1,6,0,10,0.3,0.1,0.6,other,,,
sniff test,https://en.wiktionary.org/wiki/sniff_test,0,0,10,0,10,0.0,0.0,1.0,other,,"An informal check of an idea or proposal, using one's common sense or sense of propriety.",
snow out,https://en.wiktionary.org/wiki/snow_out,0,1,9,0,10,0.0,0.1,0.9,other,,To cover with snow.,
snowed under,https://en.wiktionary.org/wiki/snowed_under,0,4,6,0,10,0.0,0.4,0.6,other,,"Having a lot of things to do, usually work-related; tied up.",
so be it,https://en.wiktionary.org/wiki/so_be_it,2,0,8,0,10,0.2,0.0,0.8,other,,"An indication of acceptance, especially of a situation which is not entirely favorable.",
so far,https://en.wiktionary.org/wiki/so_far,0,0,10,0,10,0.0,0.0,1.0,other,,"Until now; previously; yet. A limited distance, literal or metaphorical.",
so long as,https://en.wiktionary.org/wiki/so_long_as,0,0,10,0,10,0.0,0.0,1.0,other,,"Depending upon some condition or requirement; provided that; if, assuming; as long as.",
so much as,https://en.wiktionary.org/wiki/so_much_as,0,2,8,0,10,0.0,0.2,0.8,other,,,
so much for,https://en.wiktionary.org/wiki/so_much_for,0,7,3,0,10,0.0,0.7,0.3,negative,X,"An expression of dismissiveness, disappointment, disregard, or resignation; something said upon rejecting, giving up on, quitting, or disposing of something.",
so there,https://en.wiktionary.org/wiki/so_there,0,2,8,0,10,0.0,0.2,0.8,other,,A defiant expression used to finish a poorly-made argument.,
so-and-so,https://en.wiktionary.org/wiki/so-and-so,0,1,9,0,10,0.0,0.1,0.9,other,,,
so-called,https://en.wiktionary.org/wiki/so-called,0,0,10,0,10,0.0,0.0,1.0,other,,,
soak up,https://en.wiktionary.org/wiki/soak_up,1,0,9,0,10,0.1,0.0,0.9,other,,"To learn, especially passively or eagerly; to allow an experience to affect oneself",
soaking wet,https://en.wiktionary.org/wiki/soaking_wet,0,2,8,0,10,0.0,0.2,0.8,other,,Extremely wet.,
sob story,https://en.wiktionary.org/wiki/sob_story,0,10,0,0,10,0.0,1.0,0.0,negative,,"A sad story, especially one intended to elicit sympathy.",
social ladder,https://en.wiktionary.org/wiki/social_ladder,1,0,9,0,10,0.1,0.0,0.9,other,,The hierarchy of a society.,
socialized medicine,https://en.wiktionary.org/wiki/socialized_medicine,1,1,8,0,10,0.1,0.1,0.8,other,,,
soft shoe,https://en.wiktionary.org/wiki/soft_shoe,0,0,10,0,10,0.0,0.0,1.0,other,,"A speech, explanation, sales pitch, or other set of remarks delivered in a restrained or conciliatory manner in order to persuade, distract, or otherwise influence someone. Casual, low-key, easy-going.",
soft spot,https://en.wiktionary.org/wiki/soft_spot,3,3,4,0,10,0.3,0.3,0.4,other,,A sentimental fondness or affection.,
soft touch,https://en.wiktionary.org/wiki/soft_touch,3,0,7,0,10,0.3,0.0,0.7,other,,"A person or group that is sympathetic, accommodating, easily overcome, or easily persuaded, especially one that loans or readily gives money to another. A comfortable situation; an easy task or undemanding occupation, especially one which is comfortably remunerative.",
soft underbelly,https://en.wiktionary.org/wiki/soft_underbelly,1,4,5,0,10,0.1,0.4,0.5,other,,A weak spot; a soft spot.,
soften up,https://en.wiktionary.org/wiki/soften_up,5,0,5,0,10,0.5,0.0,0.5,positive,,To appease someone in order to make them more receptive to an idea or proposal.,
softly softly,https://en.wiktionary.org/wiki/softly_softly,1,0,9,0,10,0.1,0.0,0.9,other,,,
soldier on,https://en.wiktionary.org/wiki/soldier_on,4,0,6,0,10,0.4,0.0,0.6,other,,,
solo run,https://en.wiktionary.org/wiki/solo_run,1,0,9,0,10,0.1,0.0,0.9,other,,Action taken without consultation of colleagues or approval of superiors,
some kind of,https://en.wiktionary.org/wiki/some_kind_of,1,0,9,0,10,0.1,0.0,0.9,other,,,
some old,https://en.wiktionary.org/wiki/some_old,0,0,10,0,10,0.0,0.0,1.0,other,,"Some, some unspecified or yet-undetermined one (especially for emphasis).",
some people,https://en.wiktionary.org/wiki/some_people,0,8,2,0,10,0.0,0.8,0.2,negative,X,"Expresses disapproval at the actions of a person; a disapproving response to a person doing something silly, bizarre, nonsensical or ill-mannered.",
something awful,https://en.wiktionary.org/wiki/something_awful,0,10,0,0,10,0.0,1.0,0.0,negative,,Intensely or extremely; badly; in the worst way.,
something like,https://en.wiktionary.org/wiki/something_like,0,0,10,0,10,0.0,0.0,1.0,other,,approximately,
somewhere along the line,https://en.wiktionary.org/wiki/somewhere_along_the_line,0,0,10,0,10,0.0,0.0,1.0,other,,At some point in a process or in a series of events; at some unspecified or unknown time; eventually.,
song and dance,https://en.wiktionary.org/wiki/song_and_dance,3,2,5,0,10,0.3,0.2,0.5,other,,,
sore point,https://en.wiktionary.org/wiki/sore_point,0,5,5,0,10,0.0,0.5,0.5,negative,,"An action, belief, or state of affairs which is an enduring basis for disagreement or dissatisfaction.",
sort of,https://en.wiktionary.org/wiki/sort_of,0,0,10,0,10,0.0,0.0,1.0,other,,"(idiomatic, colloquial)  Approximately; in a way; partially; not quite; somewhat.",
sort out,https://en.wiktionary.org/wiki/sort_out,3,0,7,0,10,0.3,0.0,0.7,other,,,
sound asleep,https://en.wiktionary.org/wiki/sound_asleep,1,0,9,0,10,0.1,0.0,0.9,other,,Sleeping still and silently.,
soup-to-nuts,https://en.wiktionary.org/wiki/soup-to-nuts,2,0,8,0,10,0.2,0.0,0.8,other,,Comprehensive; complete; covering all of something.,
sour cherry,https://en.wiktionary.org/wiki/sour_cherry,0,3,6,1,10,0.0,0.3,0.6,other,,,
sour grapes,https://en.wiktionary.org/wiki/sour_grapes,0,10,0,0,10,0.0,1.0,0.0,negative,,Things that somebody pretends to despise because they cannot obtain or have them. A putting down or expression of disdain about something that one desires but cannot have.,
sour note,https://en.wiktionary.org/wiki/sour_note,0,10,0,0,10,0.0,1.0,0.0,negative,,A negative aspect to something mostly positive.,
sour stomach,https://en.wiktionary.org/wiki/sour_stomach,0,10,0,0,10,0.0,1.0,0.0,negative,,Indigestion.,
space out,https://en.wiktionary.org/wiki/space_out,0,3,7,0,10,0.0,0.3,0.7,other,,To become distracted or disoriented; to lose attention or focus.,
spaghetti western,https://en.wiktionary.org/wiki/spaghetti_western,0,0,10,0,10,0.0,0.0,1.0,other,,,
spare no effort,https://en.wiktionary.org/wiki/spare_no_effort,7,0,3,0,10,0.7,0.0,0.3,positive,,To do everything within one's powers to achieve something.,
spare tire,https://en.wiktionary.org/wiki/spare_tire,0,3,7,0,10,0.0,0.3,0.7,other,,Excess weight or fat accumulated near the waist.,
spare tyre,https://en.wiktionary.org/wiki/spare_tyre,0,2,8,0,10,0.0,0.2,0.8,other,,A large paunch and rolls of fat around the waist.,
spark spread,https://en.wiktionary.org/wiki/spark_spread,0,0,10,0,10,0.0,0.0,1.0,other,,"The difference between the cost of the fuel required to produce a unit of electricity, and the price of that same unit of electricity.",
speak for,https://en.wiktionary.org/wiki/speak_for,1,0,9,0,10,0.1,0.0,0.9,other,,"To claim, reserve, or occupy. To represent an intrinsic quality",
speak one's mind,https://en.wiktionary.org/wiki/speak_one's_mind,4,0,6,0,10,0.4,0.0,0.6,other,,To state one's thoughts or opinions honestly or frankly.,
speak out,https://en.wiktionary.org/wiki/speak_out,5,0,5,0,10,0.5,0.0,0.5,positive,,To assert or promote one's opinion; to make one's thoughts known. German: sich klar und deutlich ausdrücken (idiomatic) German: sich klar und deutlich ausdrücken (idiomatic),
speak someone's language,https://en.wiktionary.org/wiki/speak_someone's_language,2,0,8,0,10,0.2,0.0,0.8,other,,"To talk about concerns, feelings, ideas, etc. which someone understands well and can relate to intimately.",
speak to,https://en.wiktionary.org/wiki/speak_to,0,0,10,0,10,0.0,0.0,1.0,other,,To give evidence regarding something; to attest or provide evidence for; to bespeak. To address a particular topic. resonate with; to feel emotionally relevant to.,
speak up,https://en.wiktionary.org/wiki/speak_up,2,0,8,0,10,0.2,0.0,0.8,other,,To talk more loudly or plainly. To make oneself or one's opinions known; to advocate or assert oneself.,
speak volumes,https://en.wiktionary.org/wiki/speak_volumes,2,0,8,0,10,0.2,0.0,0.8,other,,,
special delivery,https://en.wiktionary.org/wiki/special_delivery,4,0,6,0,10,0.4,0.0,0.6,other,,"Something—whether desirable or undesirable—which is intentionally given to a specific individual or which an individual receives rapidly and unexpectedly; the personalized, direct quality of the transmission of such an item.",
special interest,https://en.wiktionary.org/wiki/special_interest,2,0,8,0,10,0.2,0.0,0.8,other,,,
special measures,https://en.wiktionary.org/wiki/special_measures,0,2,8,0,10,0.0,0.2,0.8,other,,,
special needs,https://en.wiktionary.org/wiki/special_needs,2,0,8,0,10,0.2,0.0,0.8,other,,"Needs for special care, services or accommodations for disabilities.",
spectator sport,https://en.wiktionary.org/wiki/spectator_sport,1,0,9,0,10,0.1,0.0,0.9,other,,"Something, especially a process or activity, which is a popular object of observation; an activity which a person prefers to watch rather than to participate in. An activity which consists of watching or observing.",
speed merchant,https://en.wiktionary.org/wiki/speed_merchant,0,2,8,0,10,0.0,0.2,0.8,other,,"Someone who runs, drives or moves in a given way very fast.",
speed up,https://en.wiktionary.org/wiki/speed_up,1,0,9,0,10,0.1,0.0,0.9,other,,To accelerate; to increase speed.,
spend a penny,https://en.wiktionary.org/wiki/spend_a_penny,0,1,9,0,10,0.0,0.1,0.9,other,,To use the toilet.,
spic and span,https://en.wiktionary.org/wiki/spic_and_span,4,0,6,0,10,0.4,0.0,0.6,other,,Alternative spelling of spick-and-span,
spice up,https://en.wiktionary.org/wiki/spice_up,9,0,1,0,10,0.9,0.0,0.1,positive,,,
spick and span,https://en.wiktionary.org/wiki/spick_and_span,1,0,9,0,10,0.1,0.0,0.9,other,,Alternative form of spick-and-span,
spick-and-span,https://en.wiktionary.org/wiki/spick-and-span,3,0,7,0,10,0.3,0.0,0.7,other,,"Clean, spotless; original sense “like new”.",
spill out,https://en.wiktionary.org/wiki/spill_out,1,1,8,0,10,0.1,0.1,0.8,other,,,
spill the beans,https://en.wiktionary.org/wiki/spill_the_beans,0,2,8,0,10,0.0,0.2,0.8,other,,To reveal a secret; to disclose.,
spin out,https://en.wiktionary.org/wiki/spin_out,0,2,8,0,10,0.0,0.2,0.8,other,,To prolong; to make longer (in time).,
spine-tingling,https://en.wiktionary.org/wiki/spine-tingling,2,2,6,0,10,0.2,0.2,0.6,other,,"Scary, exciting or exhilarating.",
spit it out,https://en.wiktionary.org/wiki/spit_it_out,1,2,7,0,10,0.1,0.2,0.7,other,,,
spit out,https://en.wiktionary.org/wiki/spit_out,0,6,4,0,10,0.0,0.6,0.4,negative,,,
spit-and-polish,https://en.wiktionary.org/wiki/spit-and-polish,2,1,7,0,10,0.2,0.1,0.7,other,,,
spitting distance,https://en.wiktionary.org/wiki/spitting_distance,0,0,10,0,10,0.0,0.0,1.0,other,,A short distance.,
splash down,https://en.wiktionary.org/wiki/splash_down,0,0,10,0,10,0.0,0.0,1.0,other,,"To appear, seemingly from nowhere.",
split hairs,https://en.wiktionary.org/wiki/split_hairs,1,3,6,0,10,0.1,0.3,0.6,other,,Tedious details; minutiae. To consider or argue about fine details; to worry about minutiae.,
split the difference,https://en.wiktionary.org/wiki/split_the_difference,0,0,10,0,10,0.0,0.0,1.0,other,,To choose an option or take a position roughly midway between two opposed alternatives; to compromise.,
split up,https://en.wiktionary.org/wiki/split_up,0,4,6,0,10,0.0,0.4,0.6,other,,"Cease to be together, break apart from the group.",
spoilt for choice,https://en.wiktionary.org/wiki/spoilt_for_choice,5,2,3,0,10,0.5,0.2,0.3,positive,,,
spoken word,https://en.wiktionary.org/wiki/spoken_word,0,0,10,0,10,0.0,0.0,1.0,other,,,
spot check,https://en.wiktionary.org/wiki/spot_check,0,0,10,0,10,0.0,0.0,1.0,other,,"A cursory inspection or examination, especially of a sample of something. To inspect or examine briefly, or by sampling.",
spread out,https://en.wiktionary.org/wiki/spread_out,0,1,9,0,10,0.0,0.1,0.9,other,,Become further apart. To place items further apart.,
spring fever,https://en.wiktionary.org/wiki/spring_fever,0,5,5,0,10,0.0,0.5,0.5,negative,,"A feeling of invigoration and restlessness associated with the arrival of the warm weather and renewal of nature in the spring season. A feeling of laziness or listlessness associated with the arrival of the warm, comfortable weather of the spring season.",
spring for,https://en.wiktionary.org/wiki/spring_for,4,0,6,0,10,0.4,0.0,0.6,other,,To pay for; to offer money.,
spring in one's step,https://en.wiktionary.org/wiki/spring_in_one's_step,10,0,0,0,10,1.0,0.0,0.0,positive,,"enthusiasm, energy or a positive outlook or cheerful attitude.",
spring out,https://en.wiktionary.org/wiki/spring_out,4,0,6,0,10,0.4,0.0,0.6,other,,,
spring to life,https://en.wiktionary.org/wiki/spring_to_life,7,0,3,0,10,0.7,0.0,0.3,positive,,To start to exist.,
spring to mind,https://en.wiktionary.org/wiki/spring_to_mind,2,0,8,0,10,0.2,0.0,0.8,other,,"To appear suddenly in one's thoughts, often as an example of something.",
spruce up,https://en.wiktionary.org/wiki/spruce_up,9,0,1,0,10,0.9,0.0,0.1,positive,,"To dress or arrange smartly, elegantly, and neatly; to smarten. To refresh, revamp; to freshen or improve something, especially its appearance.",
spur of the moment,https://en.wiktionary.org/wiki/spur_of_the_moment,0,2,8,0,10,0.0,0.2,0.8,other,,Impulse; short notice; a lack of planning.,
square meal,https://en.wiktionary.org/wiki/square_meal,8,0,2,0,10,0.8,0.0,0.2,positive,,"complete and satisfying meal, especially one suitable for a person performing physical labour.",
square one,https://en.wiktionary.org/wiki/square_one,0,7,3,0,10,0.0,0.7,0.3,negative,,The place where one begins; a lack of progress.,
square peg in a round hole,https://en.wiktionary.org/wiki/square_peg_in_a_round_hole,1,8,1,0,10,0.1,0.8,0.1,negative,,"Something or someone that does not fit well or at all; something that will not succeed as attempted, except possibly with much force and effort, or alteration of either the peg or the hole or both beyond recognition.",
squeeze out,https://en.wiktionary.org/wiki/squeeze_out,2,2,6,0,10,0.2,0.2,0.6,other,,,
squirrel away,https://en.wiktionary.org/wiki/squirrel_away,1,0,9,0,10,0.1,0.0,0.9,other,,,
stab in the back,https://en.wiktionary.org/wiki/stab_in_the_back,0,10,0,0,10,0.0,1.0,0.0,negative,,To betray (somebody).,
stack up,https://en.wiktionary.org/wiki/stack_up,0,0,10,0,10,0.0,0.0,1.0,other,,To put a group of abstract things together.,
stage of the game,https://en.wiktionary.org/wiki/stage_of_the_game,0,2,8,0,10,0.0,0.2,0.8,other,,A point in the progress of an ongoing dispute or process.,
stake a claim,https://en.wiktionary.org/wiki/stake_a_claim,2,0,8,0,10,0.2,0.0,0.8,other,,,
stalking horse,https://en.wiktionary.org/wiki/stalking_horse,0,4,6,0,10,0.0,0.4,0.6,other,,"A candidate put forward to serve a hidden, ulterior purpose in a political campaign, such as testing the field for another potential candidate by gauging voter sentiment or covertly helping another candidate by attracting voters away from a third candidate. A person, thing, or expedient used in a deceptive manner, to achieve some hidden purpose.",
stamp out,https://en.wiktionary.org/wiki/stamp_out,1,5,4,0,10,0.1,0.5,0.4,negative,,,
stand a chance,https://en.wiktionary.org/wiki/stand_a_chance,5,0,5,0,10,0.5,0.0,0.5,positive,,To have a chance.,
stand behind,https://en.wiktionary.org/wiki/stand_behind,7,0,3,0,10,0.7,0.0,0.3,positive,,"To support; express one's support for, especially despite opposition; to stick with a decision.",
stand by,https://en.wiktionary.org/wiki/stand_by,4,0,6,0,10,0.4,0.0,0.6,other,,To wait in expectation of some event; to be ready. To remain loyal or faithful to. go to the wall for someone To support; to continue to support despite things being bad.,
stand corrected,https://en.wiktionary.org/wiki/stand_corrected,2,0,8,0,10,0.2,0.0,0.8,other,,"To acknowledge, after someone else's correction of a statement one made, that this statement was indeed incorrect and that this correction is justified.",
stand down,https://en.wiktionary.org/wiki/stand_down,0,3,7,0,10,0.0,0.3,0.7,other,,"To wait; to stop pursuing, stop fighting, or relax from a heightened readiness posture.",
stand for,https://en.wiktionary.org/wiki/stand_for,3,0,7,0,10,0.3,0.0,0.7,other,,To mean; to symbolize; to represent,
stand in for,https://en.wiktionary.org/wiki/stand_in_for,0,1,9,0,10,0.0,0.1,0.9,other,,To replace; to act as a double or substitute for.,
stand on its own,https://en.wiktionary.org/wiki/stand_on_its_own,3,0,7,0,10,0.3,0.0,0.7,other,,To be independent of others,
stand on one's own two feet,https://en.wiktionary.org/wiki/stand_on_one's_own_two_feet,8,1,1,0,10,0.8,0.1,0.1,positive,,To be independent; to survive without any help.,
stand one's ground,https://en.wiktionary.org/wiki/stand_one's_ground,2,0,8,0,10,0.2,0.0,0.8,other,,To maintain or stick by an opinion or position; to remain resolute in the face of opposition.,
stand out,https://en.wiktionary.org/wiki/stand_out,7,0,3,0,10,0.7,0.0,0.3,positive,,,
stand pat,https://en.wiktionary.org/wiki/stand_pat,1,1,8,0,10,0.1,0.1,0.8,other,,To resist changes.,
stand tall,https://en.wiktionary.org/wiki/stand_tall,10,0,0,0,10,1.0,0.0,0.0,positive,,"To behave in a brave, proud, or unyielding manner, without retreating from confrontation, danger, or adversity.",
stand the test of time,https://en.wiktionary.org/wiki/stand_the_test_of_time,8,0,2,0,10,0.8,0.0,0.2,positive,,To remain useful or valued over a long period of time; to last a long time.,
stand to reason,https://en.wiktionary.org/wiki/stand_to_reason,1,0,9,0,10,0.1,0.0,0.9,other,,"To seem logical, rational, or reasonable; to make sense.",
stand up,https://en.wiktionary.org/wiki/stand_up,1,0,9,0,10,0.1,0.0,0.9,other,,without prior notification; to jilt or shirk.,
stand up and be counted,https://en.wiktionary.org/wiki/stand_up_and_be_counted,4,0,6,0,10,0.4,0.0,0.6,other,,"To publicly make known one's views, contributions, or vote, especially in a contentious situation where fortitude is required. To take significant individual action to help a group effort.",
stand up with,https://en.wiktionary.org/wiki/stand_up_with,7,0,3,0,10,0.7,0.0,0.3,positive,,"To publicly support (someone). In a wedding ceremony, to serve as best man or as maid of honor or as an official witness for (someone). To begin to dance with (someone); to dance with (someone).",
standard fare,https://en.wiktionary.org/wiki/standard_fare,0,0,10,0,10,0.0,0.0,1.0,other,,"Something which is normal, routine, or unexceptional; something which is commonly provided or encountered.",
star turn,https://en.wiktionary.org/wiki/star_turn,5,0,5,0,10,0.5,0.0,0.5,positive,,An acting performance which causes the performer to become renowned.,
star vehicle,https://en.wiktionary.org/wiki/star_vehicle,6,0,4,0,10,0.6,0.0,0.4,positive,,"A movie, play, TV series, or other production that enhances an actor's career.",
stars are aligned,https://en.wiktionary.org/wiki/stars_are_aligned,9,0,1,0,10,0.9,0.0,0.1,positive,,Present conditions are favorable; future prospects are good.,
stars in one's eyes,https://en.wiktionary.org/wiki/stars_in_one's_eyes,9,0,1,0,10,0.9,0.0,0.1,positive,,The state of being overly or extremely impressed with something; enchanted with romance,
start over,https://en.wiktionary.org/wiki/start_over,1,0,9,0,10,0.1,0.0,0.9,other,,to begin again; to return to the beginning,
starting price,https://en.wiktionary.org/wiki/starting_price,0,0,10,0,10,0.0,0.0,1.0,other,,,
state of affairs,https://en.wiktionary.org/wiki/state_of_affairs,0,0,10,0,10,0.0,0.0,1.0,other,,A specific situation; a set of circumstances.,
stave off,https://en.wiktionary.org/wiki/stave_off,1,1,8,0,10,0.1,0.1,0.8,other,,to prevent something from happening; to obviate or avert,
stay at home,https://en.wiktionary.org/wiki/stay_at_home,0,1,9,0,10,0.0,0.1,0.9,other,,,
stay behind,https://en.wiktionary.org/wiki/stay_behind,0,0,10,0,10,0.0,0.0,1.0,other,,"To remain where one is, whilst others leave.",
stay hungry,https://en.wiktionary.org/wiki/stay_hungry,5,4,1,0,10,0.5,0.4,0.1,positive,,,
stay on,https://en.wiktionary.org/wiki/stay_on,0,0,10,0,10,0.0,0.0,1.0,other,,"to continue in a place or situation, while others leave.",
stay put,https://en.wiktionary.org/wiki/stay_put,0,0,10,0,10,0.0,0.0,1.0,other,,To remain in one fixed place,
stay the course,https://en.wiktionary.org/wiki/stay_the_course,6,0,4,0,10,0.6,0.0,0.4,positive,,To persist or continue.,
stay tuned,https://en.wiktionary.org/wiki/stay_tuned,1,0,9,0,10,0.1,0.0,0.9,other,,To remain as a listener or viewer of the particular radio station or television channel to which one is currently paying attention. To wait or remain alert (for new developments or for further information).,
steady the ship,https://en.wiktionary.org/wiki/steady_the_ship,5,0,5,0,10,0.5,0.0,0.5,positive,,To bring under control.,
steady-as-she-goes,https://en.wiktionary.org/wiki/steady-as-she-goes,3,0,7,0,10,0.3,0.0,0.7,other,,steady; careful; avoiding sudden change,
steal a march,https://en.wiktionary.org/wiki/steal_a_march,8,1,1,0,10,0.8,0.1,0.1,positive,,To gain an advantage unobserved. To start early.,
steal someone's thunder,https://en.wiktionary.org/wiki/steal_someone's_thunder,1,6,3,0,10,0.1,0.6,0.3,negative,,"To appropriate someone's ideas or information, typically in order to look better at that person's expense. To detract from someone's accomplishments or glory; to undermine.",
steal the show,https://en.wiktionary.org/wiki/steal_the_show,9,0,1,0,10,0.9,0.0,0.1,positive,,To be the best performer during a performance.,
steely-eyed,https://en.wiktionary.org/wiki/steely-eyed,5,1,4,0,10,0.5,0.1,0.4,positive,,"Having a hard, strong, and determined look about oneself. Having a hard, strong, and determined mentality or mindset.",
stem the tide,https://en.wiktionary.org/wiki/stem_the_tide,0,1,9,0,10,0.0,0.1,0.9,other,,To slow or stop the flow of something.,
step aside,https://en.wiktionary.org/wiki/step_aside,0,2,8,0,10,0.0,0.2,0.8,other,,,
step back,https://en.wiktionary.org/wiki/step_back,0,2,8,0,10,0.0,0.2,0.8,other,,To stop what one is doing and evaluate the current situation. To prevent oneself from becoming emotionally involved in a certain situation. A reversion to a former state or situation.,
step down,https://en.wiktionary.org/wiki/step_down,0,6,4,0,10,0.0,0.6,0.4,negative,,To resign from office; to abdicate.,
step forward,https://en.wiktionary.org/wiki/step_forward,5,0,5,0,10,0.5,0.0,0.5,positive,,"to volunteer for something; to offer one's services to admit one's wrongdoing, to own up",
step on it,https://en.wiktionary.org/wiki/step_on_it,4,0,6,0,10,0.4,0.0,0.6,other,,To act quickly.,
step out,https://en.wiktionary.org/wiki/step_out,1,0,9,0,10,0.1,0.0,0.9,other,,"To date, to be in a romantic relationship.",
step over,https://en.wiktionary.org/wiki/step_over,1,0,9,0,10,0.1,0.0,0.9,other,,To relocate oneself to a position of a few steps away; step aside.,
step up,https://en.wiktionary.org/wiki/step_up,5,0,5,0,10,0.5,0.0,0.5,positive,,"To increase, augment, or advance, especially by one or more steps. To assume or take responsibility.",
step up one's game,https://en.wiktionary.org/wiki/step_up_one's_game,8,0,1,1,10,0.8,0.0,0.1,positive,,"To improve one's performance, or the quality of one's work.",
step up to the plate,https://en.wiktionary.org/wiki/step_up_to_the_plate,8,0,2,0,10,0.8,0.0,0.2,positive,,To initiate action; to assume or take a responsibility.,
stepping stone,https://en.wiktionary.org/wiki/stepping_stone,5,0,5,0,10,0.5,0.0,0.5,positive,,Something used as a way to progress to something or somewhere else.,
stick around,https://en.wiktionary.org/wiki/stick_around,0,0,10,0,10,0.0,0.0,1.0,other,,,
stick by,https://en.wiktionary.org/wiki/stick_by,4,0,6,0,10,0.4,0.0,0.6,other,,"to follow or adhere to somebody or something, to remain loyal and unswerving in one's attitude towards somebody or something",
stick in the mud,https://en.wiktionary.org/wiki/stick_in_the_mud,1,7,2,0,10,0.1,0.7,0.2,negative,,"A person unwilling to participate in activities; a curmudgeon or party pooper. More generally, one who is slow, old-fashioned, or unprogressive; an old fogey.",
stick one's head in the sand,https://en.wiktionary.org/wiki/stick_one's_head_in_the_sand,0,6,4,0,10,0.0,0.6,0.4,negative,,Synonym of bury one's head in the sand,
stick one's neck out,https://en.wiktionary.org/wiki/stick_one's_neck_out,0,6,4,0,10,0.0,0.6,0.4,negative,,"To take a risk, putting oneself in a vulnerable position.",
stick one's nose in,https://en.wiktionary.org/wiki/stick_one's_nose_in,0,9,1,0,10,0.0,0.9,0.1,negative,,,
stick out,https://en.wiktionary.org/wiki/stick_out,1,1,8,0,10,0.1,0.1,0.8,other,,"To be prominent, noticeable, or obtrusive.",
stick to,https://en.wiktionary.org/wiki/stick_to,2,0,8,0,10,0.2,0.0,0.8,other,,"To persist; to continue (to use, do, etc.)",
stick to one's guns,https://en.wiktionary.org/wiki/stick_to_one's_guns,3,0,7,0,10,0.3,0.0,0.7,other,,To maintain one’s position or viewpoint when faced with opposition.,
stick together,https://en.wiktionary.org/wiki/stick_together,5,0,5,0,10,0.5,0.0,0.5,positive,,"To remain united, to stay together in association or alliance.",
stick up,https://en.wiktionary.org/wiki/stick_up,2,2,6,0,10,0.2,0.2,0.6,other,,To rob at gunpoint. To be prominent; to point upwards.,
stick with,https://en.wiktionary.org/wiki/stick_with,1,0,9,0,10,0.1,0.0,0.9,other,,To remain close to. To follow or adhere to.,
stick-in-the-mud,https://en.wiktionary.org/wiki/stick-in-the-mud,0,7,3,0,10,0.0,0.7,0.3,negative,,,
sticker shock,https://en.wiktionary.org/wiki/sticker_shock,0,8,2,0,10,0.0,0.8,0.2,negative,,"Disgust, shock, or fright upon learning the price of an item offered for sale.",
sticking point,https://en.wiktionary.org/wiki/sticking_point,1,4,5,0,10,0.1,0.4,0.5,other,,"A disputed issue or state of affairs that causes an interruption or outright impasse in progress towards some goal or resolution, especially in negotiation or argumentation. The point at which a process or thing, especially a state of mind or emotion, reaches its greatest strength and remains steadfast; sticking-place.",
sticky fingers,https://en.wiktionary.org/wiki/sticky_fingers,0,9,1,0,10,0.0,0.9,0.1,negative,,An inclination to steal. Petty thieves.,
